Time,Channel A,Channel B
0.66699998,-38.00135000,-312.56150000
0.66799998,-33.86442000,-317.88260000
0.66899998,-32.72638000,-323.84960000
0.66999998,-29.74286000,-329.21690000
0.67099998,-26.06730000,-332.89250000
0.67199998,-20.76156000,-335.92210000
0.67299998,-15.02522000,-337.30620000
0.67399998,-8.71985600,-340.39740000
0.67499998,-3.44488200,-344.28820000
0.67599998,4.02928100,-348.62510000
0.67699998,12.05709000,-352.51600000
0.67799998,18.48548000,-355.66860000
0.67899998,21.93036000,-357.26810000
0.67999998,25.02153000,-359.31350000
0.68099998,26.85162000,-361.15890000
0.68199998,27.97429000,-363.25050000
0.68299998,28.20497000,-365.09590000
0.68399998,26.03654000,-367.24900000
0.68499998,21.89960000,-369.32510000
0.68599998,17.57812000,-370.43240000
0.68699998,13.91794000,-370.43240000
0.68799998,9.64259300,-369.26360000
0.68899998,5.75172200,-366.95680000
0.68999998,2.53752400,-365.84950000
0.69099998,0.70743110,-366.08020000
0.69199998,-0.16916830,-366.14170000
0.69299998,0.52288380,-366.14170000
0.69399998,-1.58403000,-366.20320000
0.69499998,-5.95164800,-366.43390000
0.69599998,-9.10433000,-365.26510000
0.69699998,-10.24237000,-362.72760000
0.69799998,-14.44082000,-362.72760000
0.69899998,-20.63853000,-365.26510000
0.69999998,-25.95964000,-366.43390000
0.70099998,-29.15846000,-366.20320000
0.70199998,-34.41806000,-366.14170000
0.70299998,-40.38509000,-366.14170000
0.70399998,-45.87537000,-366.14170000
0.70499998,-50.01230000,-366.14170000
0.70599998,-51.05807000,-366.14170000
0.70699998,-48.76661000,-366.14170000
0.70799998,-45.49089000,-366.01870000
0.70899998,-41.81533000,-365.55730000
0.70999998,-36.50959000,-367.78730000
0.71099998,-30.77325000,-372.37020000
0.71199998,-24.34486000,-374.47710000
0.71299998,-18.60851000,-373.55440000
0.71399998,-13.34892000,-375.59980000
0.71499998,-9.91941400,-379.96740000
0.71599998,-5.70558500,-383.16620000
0.71699998,-1.81471400,-384.55030000
0.71799998,1.27645200,-387.81060000
0.71899998,2.66055600,-392.40890000
0.71999998,5.75172200,-393.40860000
0.72099998,9.64259300,-390.40970000
0.72199998,13.85642000,-390.24050000
0.72299998,17.28592000,-392.53200000
0.72399998,22.60704000,-394.80800000
0.72499998,28.57406000,-396.88420000
0.72599998,33.83366000,-397.99150000
0.72699998,37.03248000,-397.99150000
0.72799998,42.35359000,-396.76120000
0.72899998,48.55130000,-394.22360000
0.72999998,52.81126000,-394.22360000
0.73099998,54.17999000,-396.76120000
0.73199998,56.28690000,-397.93000000
0.73299998,58.57837000,-397.69930000
0.73399998,58.63988000,-397.76080000
0.73499998,56.57911000,-398.22220000
0.73599998,53.30339000,-396.05370000
0.73699998,49.41252000,-391.68610000
0.73799998,45.07566000,-388.42580000
0.73899998,41.18479000,-386.82640000
0.73999998,38.09362000,-384.78100000
0.74099998,36.70952000,-382.93550000
0.74199998,33.51070000,-380.95160000
0.74299998,29.14308000,-379.58290000
0.74399998,27.09768000,-375.19990000
0.74499998,28.02042000,-368.54080000
0.74599998,25.97502000,-365.32660000
0.74699998,21.60740000,-366.24940000
0.74799998,18.34707000,-365.38810000
0.74899998,16.74766000,-363.31200000
0.74999998,14.70226000,-361.15890000
0.75099998,12.85679000,-359.31350000
0.75199998,10.76525000,-357.22200000
0.75299998,8.91978400,-355.37650000
0.75399998,6.70521600,-353.22340000
0.75499998,4.41375400,-351.14720000
0.75599998,4.45989200,-350.22450000
0.75699998,6.99741600,-350.91660000
0.75799998,8.10469900,-348.87120000
0.75899998,7.64333200,-344.73420000
0.75999998,8.58144600,-340.24360000
0.76099998,10.41154000,-335.87600000
0.76199998,13.62574000,-334.89170000
0.76299998,17.51661000,-337.64450000
0.76399998,21.79195000,-338.87480000
0.76499998,25.45214000,-338.64420000
0.76599998,29.66597000,-338.70570000
0.76699998,33.32615000,-339.16710000
0.76799998,37.53998000,-336.93710000
0.76899998,41.20017000,-332.35420000
0.76999998,45.35248000,-330.12420000
0.77099998,48.78198000,-330.58560000
0.77199998,54.16461000,-330.70860000
0.77299998,60.36232000,-330.70860000
0.77399998,64.62228000,-330.83170000
0.77499998,65.99102000,-331.29300000
0.77599998,67.97490000,-329.12460000
0.77699998,69.82037000,-324.75700000
0.77799998,71.91190000,-321.49660000
0.77899998,73.75738000,-319.89720000
0.77999998,75.91043000,-317.85180000
0.78099998,77.98659000,-316.00640000
0.78199998,79.03235000,-313.96100000
0.78299998,78.80167000,-312.36160000
0.78399998,78.80167000,-309.14740000
0.78499998,79.03235000,-305.02580000
0.78599998,77.92506000,-301.87310000
0.78699998,75.61823000,-300.48900000
0.78799998,74.57246000,-297.39790000
0.78899998,75.03383000,-293.50700000
0.78999998,74.09571000,-289.29320000
0.79099998,72.26562000,-285.86360000
0.79199998,69.05142000,-280.54260000
0.79299998,65.16055000,-274.57550000
0.79399998,60.82369000,-269.25440000
0.79499998,56.93282000,-265.82490000
0.79599998,53.84166000,-261.67260000
0.79699998,52.45755000,-258.01240000
0.79799998,49.30487000,-253.86010000
0.79899998,45.18331000,-250.43060000
0.79999998,41.90760000,-245.10950000
0.80099998,40.07751000,-239.14240000
0.80199998,39.01636000,-233.77520000
0.80299998,39.01636000,-230.09960000
0.80399998,40.18516000,-227.07000000
0.80499998,42.49200000,-225.68590000
0.80599998,43.59928000,-222.59470000
0.80699998,43.36860000,-218.70390000
0.80799998,43.24557000,-214.36700000
0.80899998,43.01488000,-210.47610000
0.80999998,44.06065000,-207.38490000
0.81099998,46.13681000,-206.00090000
0.81199998,48.28986000,-202.84820000
0.81299998,50.13533000,-198.72660000
0.81399998,52.18073000,-195.62010000
0.81499998,53.78014000,-194.48200000
0.81599998,56.99434000,-190.22210000
0.81699998,61.11589000,-183.79370000
0.81799998,64.22243000,-179.47220000
0.81899998,65.36047000,-178.10350000
0.81999998,69.62044000,-176.16570000
0.82099998,76.04884000,-174.56630000
0.82199998,80.30881000,-171.41360000
0.82299998,81.44685000,-167.52280000
0.82399998,84.55339000,-163.18590000
0.82499998,88.67494000,-159.29500000
0.82599998,91.95065000,-156.14230000
0.82699998,93.78075000,-154.54290000
0.82799998,94.78038000,-152.54370000
0.82899998,94.54971000,-150.94430000
0.82999998,94.48818000,-147.85310000
0.83099998,94.48818000,-144.17750000
0.83199998,94.48818000,-138.74880000
0.83299998,94.48818000,-132.55110000
0.83399998,94.54971000,-128.41410000
0.83499998,94.78038000,-127.49140000
0.83599998,93.73462000,-123.35440000
0.83699998,91.65846000,-117.15670000
0.83799998,89.50541000,-111.89710000
0.83899998,87.65993000,-108.92900000
0.83999998,85.56840000,-102.56210000
0.84099998,83.72293000,-94.28825000
0.84199998,81.67753000,-87.87524000
0.84299998,80.07812000,-84.66105000
0.84399998,76.92544000,-80.57024000
0.84499998,73.03457000,-76.91006000
0.84599998,68.69771000,-72.81926000
0.84699998,64.80684000,-69.60506000
0.84799998,61.65416000,-63.19205000
0.84899998,60.05474000,-54.91818000
0.84999998,57.94783000,-48.50517000
0.85099998,55.87167000,-45.29097000
0.85199998,54.82590000,-41.26168000
0.85299998,55.05659000,-37.83218000
0.85399998,55.11811000,-32.57259000
0.85499998,55.11811000,-26.83624000
0.85599998,55.05659000,-20.40785000
0.85699998,54.82590000,-14.67150000
0.85799998,55.82554000,-9.36577200
0.85899998,57.65563000,-5.69020700
0.85999998,60.97748000,-2.66055600
0.86099998,65.34510000,-1.27645200
0.86199998,67.45202000,1.81471400
0.86299998,66.75996000,5.70558500
0.86399998,67.68269000,9.98092900
0.86499998,69.75885000,13.64112000
0.86599998,71.86577000,17.91646000
0.86699998,73.46518000,21.80733000
0.86799998,76.72551000,24.89850000
0.86899998,81.09312000,26.28260000
0.86999998,83.20005000,29.31225000
0.87099998,82.50800000,32.98782000
0.87199998,83.43073000,38.41658000
0.87299998,85.50688000,44.61429000
0.87399998,87.65993000,48.81274000
0.87499998,89.50541000,49.95078000
0.87599998,91.59694000,52.99581000
0.87699998,93.44241000,56.88668000
0.87799998,95.65698000,61.16203000
0.87899998,97.94844000,64.82221000
0.87999998,97.90231000,69.03605000
0.88099998,95.36478000,72.69623000
0.88199998,94.19598000,76.91006000
0.88299998,94.42667000,80.57024000
0.88399997,94.54971000,84.78408000
0.88499997,94.78038000,88.44426000
0.88599997,93.73462000,92.59658000
0.88699997,91.65846000,96.02608000
0.88799997,89.55154000,101.34720000
0.88899997,87.95213000,107.31420000
0.88999997,84.73794000,112.57380000
0.89099997,80.61638000,115.77260000
0.89199997,77.46371000,120.97070000
0.89299997,76.07960000,126.70710000
0.89399997,72.88078000,133.13550000
0.89499997,68.51316000,138.87180000
0.89599997,66.40624000,144.06990000
0.89699997,67.09830000,147.26870000
0.89799997,65.99102000,152.52830000
0.89899997,63.23819000,158.49530000
0.89999997,64.22243000,163.81640000
0.90099997,68.59006000,167.24590000
0.90199997,72.85002000,171.33670000
0.90299997,76.06422000,174.76620000
0.90399997,82.43110000,180.14890000
0.90499997,90.45890000,186.34660000
0.90599997,98.05609000,190.54500000
0.90699997,103.77710000,191.68310000
0.90799997,108.11390000,194.78960000
0.90899997,110.17470000,198.91120000
0.90999997,109.12890000,202.06380000
0.91099997,105.22270000,203.44790000
0.91199997,99.02497000,206.47760000
0.91299997,92.38127000,210.15320000
0.91399997,78.78629000,215.45890000
0.91499997,61.80795000,221.19520000
0.91599997,39.49311000,227.50060000
0.91699997,17.02448000,232.77560000
0.91799997,-9.90403500,240.18820000
0.91899997,-35.84830000,248.00070000
0.91999997,-55.24114000,255.41340000
0.92099997,-64.17630000,260.68840000
0.92199997,-67.49815000,267.05520000
0.92299997,-64.76070000,273.02220000
0.92399997,-48.87426000,277.40520000
0.92499997,-23.63743000,279.46600000
0.92599997,9.47342500,278.29720000
0.92699997,43.19943000,273.92960000
0.92799997,83.84596000,269.60810000
0.92899997,122.61630000,266.17860000
0.92999997,158.24930000,260.79600000
0.93099997,183.71680000,254.59830000
0.93199997,196.80420000,250.21530000
0.93299997,195.20480000,248.38520000
0.93399997,176.98080000,248.26220000
0.93499997,146.00760000,249.63090000
0.93599997,103.02350000,256.18230000
0.93699997,56.90206000,266.74770000
0.93799997,6.44377400,275.20610000
0.93899997,-37.83218000,279.55830000
0.93999997,-76.51021000,288.95480000
0.94099997,-101.51640000,300.88890000
0.94199997,-113.54270000,312.86910000
0.94299997,-110.57460000,322.74230000
0.94399997,-87.09091000,329.15540000
0.94499997,-48.32062000,330.77010000
0.94599997,4.49065000,329.60130000
0.94699997,60.70066000,325.69510000
0.94799997,118.94070000,319.14370000
0.94899997,167.56890000,311.11590000
0.94999997,204.32450000,303.47250000
0.95099997,221.97960000,297.50550000
0.95199997,218.76540000,294.35280000
0.95299997,195.37400000,294.81420000
0.95399997,153.31260000,295.86000000
0.95499997,101.00890000,297.22870000
0.95599997,39.61614000,302.36530000
0.95699997,-18.43934000,309.70100000
0.95799997,-72.34252000,321.45050000
0.95899997,-111.35890000,334.98400000
0.95999997,-132.96630000,350.11690000
0.96099997,-132.96630000,363.88100000
0.96199997,-111.35890000,374.63090000
0.96299997,-72.34252000,380.13650000
0.96399997,-18.19328000,382.05890000
0.96499997,40.76956000,379.53670000
0.96599997,98.07147000,376.26100000
0.96699997,142.57810000,372.81620000
0.96799997,173.82810000,366.51080000
0.96899997,185.53150000,358.94440000
0.96999997,176.88850000,349.07110000
0.97099997,149.59090000,338.50580000
0.97199997,105.25340000,333.07700000
0.97299997,52.48831000,333.76910000
0.97399997,-4.70595500,335.99900000
0.97499997,-54.94894000,339.42850000
0.97599997,-98.24065000,346.96420000
0.97699997,-126.23030000,357.06810000
0.97799997,-132.82790000,366.81840000
0.97899997,-117.00290000,374.38480000
0.97999997,-81.13927000,380.87470000
0.98099997,-31.80364000,384.99630000
0.98199997,24.45251000,384.95010000
0.98299997,76.75627000,380.58250000
0.98399997,124.24640000,375.15370000
0.98499997,157.52640000,369.64810000
0.98599997,173.76660000,362.22010000
0.98699997,169.86040000,354.65360000
0.98799997,146.08450000,345.94920000
0.98899997,107.08350000,337.69070000
0.98999997,55.14886000,333.30770000
0.99099997,0.30757870,333.53840000
0.99199997,-52.54982000,336.98320000
0.99299997,-92.91953000,343.41160000
0.99399997,-122.07800000,348.85580000
0.99499997,-134.24270000,352.28530000
0.99599997,-125.53830000,356.49910000
0.99699997,-97.53321000,360.39000000
0.99799997,-56.24077000,363.66570000
0.99899997,-9.19660400,365.72650000
0.99999997,39.52387000,365.84950000
1.00099997,80.58562000,364.25010000
1.00199997,110.72830000,358.75980000
1.00299997,123.80040000,350.25520000
1.00399997,122.63160000,343.71920000
1.00499997,107.26810000,340.27440000
1.00599997,77.00233000,337.06010000
1.00699997,37.77067000,334.76870000
1.00799997,-6.68983700,335.81450000
1.00899997,-47.98228000,339.95140000
1.00999997,-81.46222000,345.44170000
1.01099997,-100.50130000,351.40870000
1.01199997,-106.74520000,356.72980000
1.01299997,-98.48671000,360.15930000
1.01399997,-78.90932000,364.41930000
1.01499997,-51.61171000,368.55620000
1.01599997,-17.96260000,370.83230000
1.01699997,15.76341000,371.06300000
1.01799997,43.86073000,367.74110000
1.01899997,60.83907000,361.31270000
1.01999997,69.37438000,355.93010000
1.02099997,67.52891000,352.73130000
1.02199997,54.44143000,347.24100000
1.02299997,32.41880000,340.35120000
1.02399997,6.30536400,339.29010000
1.02499997,-19.16216000,344.34980000
1.02599997,-41.89222000,347.73310000
1.02699997,-57.48647000,349.11720000
1.02799997,-64.96062000,352.31600000
1.02899997,-62.66916000,356.68370000
1.02999997,-52.73437000,358.72910000
1.03099997,-36.66338000,357.80630000
1.03199997,-18.10101000,360.08240000
1.03299997,-0.19992620,365.37270000
1.03399997,13.94870000,364.43460000
1.03499997,21.74582000,357.77560000
1.03599997,22.85310000,351.17800000
1.03699997,17.11676000,345.67230000
1.03799997,4.09079700,339.18240000
1.03899997,-13.81028000,332.98470000
1.03999997,-33.37229000,329.89360000
1.04099997,-51.04269000,330.81630000
1.04199997,-65.23744000,329.77050000
1.04299997,-73.51131000,327.01770000
1.04399997,-72.34252000,328.12500000
1.04499997,-61.77719000,332.95400000
1.04599997,-47.58243000,335.29160000
1.04699997,-32.20350000,335.06090000
1.04799997,-14.79454000,333.99970000
1.04899997,1.49175700,332.40030000
1.04999997,11.30352000,328.14040000
1.05099997,12.91831000,322.17330000
1.05199997,8.64296200,315.68340000
1.05299997,-0.52288380,309.94710000
1.05399997,-17.87033000,304.57980000
1.05499997,-40.13902000,300.67360000
1.05599997,-60.76217000,298.62820000
1.05699997,-75.89505000,299.08950000
1.05799997,-87.87524000,299.21260000
1.05899997,-94.53432000,299.21260000
1.05999997,-90.15132000,299.21260000
1.06099997,-75.44906000,299.21260000
1.06199997,-58.10162000,299.27410000
1.06299997,-41.36934000,299.50480000
1.06399997,-20.86922000,298.62820000
1.06499997,-0.66129420,297.25950000
1.06599997,13.53346000,291.93840000
1.06699997,19.26981000,283.91050000
1.06799997,17.10138000,275.26760000
1.06899997,7.47416300,267.70110000
1.06999997,-9.88865600,260.16550000
1.07099997,-31.68061000,254.19840000
1.07199997,-54.45681000,251.09190000
1.07299997,-73.95731000,251.79930000
1.07399997,-89.15169000,251.96850000
1.07499997,-97.17950000,251.96850000
1.07599997,-96.07221000,251.96850000
1.07699997,-85.98363000,251.96850000
1.07799997,-69.62044000,252.03000000
1.07899997,-49.88927000,252.26070000
1.07999997,-29.26612000,251.32260000
1.08099997,-11.59572000,249.72320000
1.08199997,1.30720900,245.50930000
1.08299997,6.81286900,239.78840000
1.08399997,6.87438400,232.29880000
1.08499997,1.59940900,224.73240000
1.08599997,-12.41080000,216.15090000
1.08699997,-32.38804000,208.35380000
1.08799997,-54.11848000,201.98690000
1.08899997,-73.61897000,198.54210000
1.08999997,-89.92064000,195.45090000
1.09099997,-100.00920000,193.62080000
1.09199997,-101.00890000,192.68270000
1.09299997,-92.50430000,193.14410000
1.09399997,-79.47834000,192.09830000
1.09499997,-64.34547000,189.79140000
1.09599997,-44.82960000,188.86870000
1.09699997,-24.63705000,189.79140000
1.09799997,-9.44266700,186.74640000
1.09899997,-2.10691400,180.77940000
1.09999997,0.10765260,173.19760000
1.10099997,-3.09116600,165.38510000
1.10199997,-16.07099000,157.84940000
1.10299997,-36.26353000,152.12840000
1.10399997,-57.99397000,148.03760000
1.10499997,-77.26378000,146.89960000
1.10599997,-94.54971000,143.79300000
1.10699997,-106.48370000,139.67150000
1.10799997,-110.80520000,136.45730000
1.10899997,-106.68370000,134.85790000
1.10999997,-95.87228000,132.81250000
1.11099997,-80.49335000,130.96700000
1.11199997,-59.88558000,128.98310000
1.11299997,-37.84756000,127.61440000
1.11399997,-19.45435000,123.46210000
1.11499997,-8.21235200,117.74110000
1.11599997,-1.78395700,110.20550000
1.11699997,-1.55327200,102.39300000
1.11799997,-9.08895100,94.85728000
1.11899997,-22.85310000,89.13631000
1.11999997,-41.20017000,84.98400000
1.12099997,-60.46998000,83.61527000
1.12199997,-81.13927000,81.63139000
1.12299997,-99.50172000,79.78593000
1.12399997,-109.14430000,77.63287000
1.12499997,-107.99090000,75.55672000
1.12599997,-103.54640000,74.57246000
1.12699997,-96.44131000,75.03383000
1.12799997,-82.47723000,74.21874000
1.12899997,-64.57615000,72.85002000
1.12999997,-46.12143000,67.52891000
1.13099997,-30.52719000,59.50110000
1.13199997,-18.67003000,50.91965000
1.13299997,-12.93369000,43.56853000
1.13399997,-13.04134000,34.98708000
1.13499997,-19.23905000,26.95927000
1.13599997,-29.00467000,21.76119000
1.13699997,-40.47736000,20.85384000
1.13799997,-54.61060000,17.80881000
1.13899997,-68.83612000,13.68725000
1.13999997,-78.58636000,10.41154000
1.14099997,-82.03124000,8.58144600
1.14199997,-82.03124000,7.64333200
1.14299997,-78.58636000,8.10469900
1.14399997,-68.83612000,7.22810000
1.14499997,-54.61060000,5.62869100
1.14599997,-40.47736000,1.41486200
1.14699997,-29.00467000,-4.30610200
1.14799997,-19.30056000,-11.84178000
1.14899997,-13.33354000,-19.65428000
1.14999997,-12.22625000,-27.12844000
1.15099997,-16.13251000,-32.63410000
1.15199997,-24.83698000,-37.83218000
1.15299997,-36.77103000,-41.26168000
1.15399997,-49.73548000,-45.47551000
1.15499997,-61.20817000,-49.36639000
1.15599997,-71.83501000,-52.51907000
1.15699997,-79.17077000,-54.11848000
1.15799997,-85.59916000,-56.22539000
1.15899997,-89.72071000,-58.30154000
1.15999997,-89.55154000,-59.16277000
1.16099997,-84.72256000,-58.24003000
1.16199997,-81.40071000,-61.33120000
1.16299997,-80.01660000,-67.52891000
1.16399997,-76.69476000,-73.95731000
1.16499997,-71.86577000,-79.23228000
1.16599997,-71.80425000,-86.76796000
1.16699997,-76.40256000,-95.02644000
1.16799997,-80.78555000,-100.22450000
1.16899997,-84.21506000,-100.90120000
1.16999997,-89.59768000,-104.99200000
1.17099997,-95.79539000,-111.18970000
1.17199997,-100.11690000,-116.61850000
1.17299997,-101.71630000,-120.29400000
1.17399997,-102.88510000,-123.38520000
1.17499997,-103.57710000,-124.98460000
1.17599997,-99.31717000,-126.86080000
1.17699997,-91.05868000,-127.99890000
1.17799997,-82.46185000,-133.32000000
1.17899997,-75.35678000,-141.57850000
1.17999997,-65.77571000,-149.05260000
1.18099997,-55.91781000,-154.09690000
1.18199997,-47.33637000,-161.50960000
1.18299997,-41.83070000,-169.53740000
1.18399997,-37.73991000,-175.85810000
1.18499997,-36.37119000,-178.82630000
1.18599997,-34.38730000,-184.02440000
1.18699997,-32.54183000,-189.99140000
1.18799997,-30.49643000,-195.35860000
1.18899997,-28.89702000,-199.03420000
1.18999997,-25.80585000,-202.18690000
1.19099997,-22.13029000,-204.01700000
1.19199997,-16.70152000,-204.83200000
1.19299997,-10.50381000,-203.90930000
1.19399997,-6.24384800,-207.06200000
1.19499997,-4.87512300,-213.49040000
1.19599997,-2.76820900,-218.93450000
1.19699997,-0.47674700,-222.36400000
1.19799997,-0.41523130,-226.57790000
1.19899997,-2.47600900,-230.46870000
1.19999997,-5.69020700,-233.55990000
1.20099997,-9.36577200,-234.94400000
1.20199997,-14.79454000,-238.14280000
1.20299997,-20.99225000,-242.51040000
1.20399997,-25.19070000,-244.67890000
1.20499997,-26.32874000,-244.21750000
1.20599997,-29.37377000,-244.09450000
1.20699997,-33.26464000,-244.09450000
1.20799997,-37.47847000,-243.97140000
1.20899997,-40.90797000,-243.51010000
1.20999997,-46.22908000,-245.67850000
1.21099997,-52.19611000,-250.04610000
1.21199997,-57.45570000,-253.24490000
1.21299997,-60.65453000,-254.62900000
1.21399997,-65.91412000,-257.82790000
1.21499997,-71.88115000,-262.19550000
1.21599997,-77.24840000,-264.17940000
1.21699997,-80.92397000,-263.02590000
1.21799997,-84.13816000,-266.17860000
1.21899997,-86.19894000,-272.83770000
1.21999997,-86.13742000,-277.15920000
1.22099997,-83.84596000,-278.29720000
1.22199997,-81.80056000,-281.40370000
1.22299997,-80.66252000,-285.52530000
1.22399997,-75.29527000,-288.67800000
1.22499997,-66.79072000,-290.06210000
1.22599997,-60.36232000,-293.09180000
1.22699997,-57.39419000,-296.76730000
1.22799997,-52.19611000,-302.07310000
1.22899997,-46.22908000,-307.80940000
1.22999997,-40.90797000,-314.29930000
1.23099997,-37.47847000,-320.26640000
1.23199997,-33.32615000,-324.40330000
1.23299997,-29.66597000,-325.54130000
1.23399997,-25.57517000,-328.58640000
1.23499997,-22.36097000,-332.47720000
1.23599997,-15.94796000,-336.81410000
1.23699997,-7.67408900,-340.70500000
1.23799996,-1.36872500,-343.85760000
1.23899996,1.36872500,-345.45700000
1.23999996,7.67408900,-347.45630000
1.24099996,15.94796000,-349.05570000
1.24199996,22.42249000,-352.26990000
1.24299996,25.86737000,-356.39150000
1.24399996,29.08157000,-359.60570000
1.24499996,31.37303000,-361.20510000
1.24599996,30.26575000,-363.31200000
1.24699996,25.89813000,-365.38810000
1.24799996,21.45362000,-366.37240000
1.24899996,17.56274000,-365.91100000
1.24999996,14.47158000,-366.95680000
1.25099996,13.08747000,-369.26360000
1.25199996,9.93479300,-370.43240000
1.25299996,5.81323800,-370.43240000
1.25399996,2.59904000,-369.32510000
1.25499996,0.99963080,-367.24900000
1.25599996,-1.04576800,-364.97290000
1.25699996,-2.89124000,-362.68150000
1.25799996,-4.93663800,-362.72760000
1.25899996,-6.53604800,-365.26510000
1.25999996,-9.62721400,-366.37240000
1.26099996,-13.30278000,-365.91100000
1.26199996,-18.67003000,-367.01830000
1.26299996,-24.63705000,-369.55580000
1.26399996,-29.89665000,-369.55580000
1.26499996,-33.09547000,-367.01830000
1.26599996,-38.47810000,-365.91100000
1.26699996,-44.90649000,-366.37240000
1.26799996,-48.16683000,-365.26510000
1.26899996,-47.70546000,-362.72760000
1.26999996,-46.53666000,-362.72760000
1.27099996,-44.70657000,-365.26510000
1.27199996,-41.55389000,-366.31090000
1.27299996,-37.87832000,-365.61880000
1.27399996,-32.57259000,-367.72570000
1.27499996,-26.83624000,-372.09340000
1.27599996,-20.34633000,-375.35370000
1.27699996,-14.37930000,-376.95310000
1.27799996,-10.24237000,-378.99850000
1.27899996,-9.10433000,-380.84400000
1.27999996,-6.05930100,-382.93550000
1.28099996,-2.16843000,-384.78100000
1.28199996,2.10691400,-386.87250000
1.28299996,5.76710100,-388.71800000
1.28399996,9.98092900,-390.87100000
1.28499996,13.64112000,-392.94720000
1.28599996,17.79343000,-393.99300000
1.28699996,21.22293000,-393.76230000
1.28799996,26.54404000,-393.63930000
1.28899996,32.51107000,-393.40860000
1.28999996,37.83218000,-394.51580000
1.29099996,41.26168000,-396.82270000
1.29199996,45.41400000,-397.86850000
1.29299996,49.07418000,-397.40710000
1.29399996,53.45718000,-398.57590000
1.29499996,57.82480000,-401.32870000
1.29599996,58.87056000,-400.22140000
1.29699996,56.34842000,-395.39250000
1.29799996,54.07234000,-393.17790000
1.29899996,52.22687000,-393.86990000
1.29999996,50.18147000,-392.94720000
1.30099996,48.58206000,-390.87100000
1.30199996,45.36786000,-388.76410000
1.30299996,41.24631000,-387.16470000
1.30399996,38.09362000,-383.95050000
1.30499996,36.70952000,-379.82900000
1.30599996,33.55684000,-376.67630000
1.30699996,29.43528000,-375.29220000
1.30799996,26.22109000,-372.09340000
1.30899996,24.62168000,-367.72570000
1.30999996,22.57628000,-365.68040000
1.31099996,20.73080000,-366.60310000
1.31199996,18.63927000,-364.55770000
1.31299996,16.79380000,-360.19010000
1.31399996,14.64075000,-356.92970000
1.31499996,12.56459000,-355.33030000
1.31599996,11.64185000,-353.22340000
1.31699996,12.33391000,-351.14720000
1.31799996,10.11934000,-350.22450000
1.31899996,5.29035400,-350.91660000
1.31999996,4.18307100,-348.74810000
1.32099996,6.93590000,-344.16520000
1.32199996,8.04318300,-341.93520000
1.32299996,7.35113100,-342.39660000
1.32399996,9.45804600,-342.58120000
1.32499996,13.82566000,-342.81190000
1.32599996,17.02448000,-341.76610000
1.32699996,18.40859000,-339.68990000
1.32799996,21.43824000,-337.47540000
1.32899996,25.11380000,-335.39920000
1.32999996,30.48105000,-334.35350000
1.33099996,36.44808000,-334.58410000
1.33199996,41.76919000,-334.64560000
1.33299996,45.19869000,-334.64560000
1.33399996,49.35101000,-334.76870000
1.33499996,53.01119000,-335.23010000
